ZONE,Name,Species ID,Species (Binomial),IUCN Category,Type
39,Great Barrier Reef,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39379,Glyphis glyphis,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39390,Pristis clavata,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,40488,Ornithorhynchus anatinus,NT,Terrestrial Mammals
39,Great Barrier Reef,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41028,Litoria andiirrmalin,VU,Amphibians
39,Great Barrier Reef,41045,Crinia tinnula,VU,Amphibians
39,Great Barrier Reef,41714,Tursiops aduncus,NT,Marine Mammals
39,Great Barrier Reef,41737,Carcharhinus macloti,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41755,Physeter macrocephalus,VU,Marine Mammals
39,Great Barrier Reef,41797,Hemitrygon fluviorum,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41810,Eusphyra blochii,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41872,Chiloscyllium punctatum,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,42707,Cephaloscyllium variegatum,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,42727,Squalus grahami,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,42729,Squatina albipunctata,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,44673,Epinephelus fuscoguttatus,VU,Marine Fish
39,Great Barrier Reef,60088,Urolophus bucculentus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,60124,Myliobatis hamlyni,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,61337,Epinephelus daemelii,NT,Marine Fish
39,Great Barrier Reef,61339,Epinephelus polyphekadion,VU,Marine Fish
39,Great Barrier Reef,61782,Litoria jungguy,NT,Amphibians
39,Great Barrier Reef,63571,Bolbometopon muricatum,VU,Marine Fish
39,Great Barrier Reef,64411,Plectropomus areolatus,VU,Marine Fish
39,Great Barrier Reef,132795,Hyporthodus ergastularius,NT,Marine Fish
39,Great Barrier Reef,134987,Austrothelphusa wasselli,NT,Freshwater Crabs
39,Great Barrier Reef,136315,Orcaella heinsohni,VU,Marine Mammals
39,Great Barrier Reef,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161404,Squalus montalbani,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161431,Urogymnus granulatus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161615,Pateobatis fai,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,161744,Pateobatis jenkinsii,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,165712,Chaetodon trifascialis,NT,Marine Fish
39,Great Barrier Reef,165717,Chaetodon rainfordi,NT,Marine Fish
39,Great Barrier Reef,170309,Kajikia audax,NT,Marine Fish
39,Great Barrier Reef,170314,Makaira nigricans,VU,Marine Fish
39,Great Barrier Reef,170316,Scomberomorus commerson,NT,Marine Fish
39,Great Barrier Reef,170330,Scomberomorus munroi,NT,Marine Fish
39,Great Barrier Reef,176712,Hydrophis pacificus,NT,Reptiles
39,Great Barrier Reef,180238,Stichopus herrmanni,VU,Sea Cucumbers
39,Great Barrier Reef,180257,Holothuria scabra,EN,Sea Cucumbers
39,Great Barrier Reef,180265,Actinopyga miliaris,VU,Sea Cucumbers
39,Great Barrier Reef,180275,Holothuria lessoni,EN,Sea Cucumbers
39,Great Barrier Reef,180337,Actinopyga mauritiana,VU,Sea Cucumbers
39,Great Barrier Reef,180440,Holothuria whitmaei,EN,Sea Cucumbers
39,Great Barrier Reef,180481,Thelenota ananas,EN,Sea Cucumbers
39,Great Barrier Reef,180518,Actinopyga echinites,VU,Sea Cucumbers
39,Great Barrier Reef,192429,Conus nielsenae,NT,Cone Snails
39,Great Barrier Reef,194299,Albula glossodonta,VU,Marine Fish
39,Great Barrier Reef,195456,Himantura leoparda,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,195475,Rhynchobatus palpebratus,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,200715,Holothuria fuscogilva,VU,Sea Cucumbers
39,Great Barrier Reef,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,48342364,Ecsenius tigris,VU,Marine Fish
39,Great Barrier Reef,82031667,Sousa sahulensis,VU,Marine Mammals
39,Great Barrier Reef,83778246,Varanus mertensi,EN,Reptiles
39,Great Barrier Reef,102709908,Hemiaspis damelii,EN,Reptiles
39,Great Barrier Reef,104061138,Glaucostegus typus,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,2475,Balaenoptera borealis,EN,Marine Mammals
40,Lord Howe Island Group,2477,Balaenoptera musculus,EN,Marine Mammals
40,Lord Howe Island Group,2478,Balaenoptera physalus,VU,Marine Mammals
40,Lord Howe Island Group,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,3897,Caretta caretta,VU,Reptiles
40,Lord Howe Island Group,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,4615,Chelonia mydas,EN,Reptiles
40,Lord Howe Island Group,6494,Dermochelys coriacea,VU,Reptiles
40,Lord Howe Island Group,8005,Eretmochelys imbricata,CR,Reptiles
40,Lord Howe Island Group,11534,Lepidochelys olivacea,VU,Reptiles
40,Lord Howe Island Group,18596,Pseudorca crassidens,NT,Marine Mammals
40,Lord Howe Island Group,21856,Thunnus alalunga,NT,Marine Fish
40,Lord Howe Island Group,21857,Thunnus albacares,NT,Marine Fish
40,Lord Howe Island Group,21858,Thunnus maccoyii,CR,Marine Fish
40,Lord Howe Island Group,21859,Thunnus obesus,VU,Marine Fish
40,Lord Howe Island Group,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,41740,Centrophorus harrissoni,EN,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,41755,Physeter macrocephalus,VU,Marine Mammals
40,Lord Howe Island Group,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,61337,Epinephelus daemelii,NT,Marine Fish
40,Lord Howe Island Group,61339,Epinephelus polyphekadion,VU,Marine Fish
40,Lord Howe Island Group,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,165712,Chaetodon trifascialis,NT,Marine Fish
40,Lord Howe Island Group,165717,Chaetodon rainfordi,NT,Marine Fish
40,Lord Howe Island Group,170309,Kajikia audax,NT,Marine Fish
40,Lord Howe Island Group,170314,Makaira nigricans,VU,Marine Fish
40,Lord Howe Island Group,187392,Coris bulbifrons,VU,Marine Fish
40,Lord Howe Island Group,194299,Albula glossodonta,VU,Marine Fish
40,Lord Howe Island Group,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
40,Lord Howe Island Group,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
41,Macquarie Island,2475,Balaenoptera borealis,EN,Marine Mammals
41,Macquarie Island,2477,Balaenoptera musculus,EN,Marine Mammals
41,Macquarie Island,2478,Balaenoptera physalus,VU,Marine Mammals
41,Macquarie Island,2480,Balaenoptera bonaerensis,NT,Marine Mammals
41,Macquarie Island,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
41,Macquarie Island,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
41,Macquarie Island,17026,Phocarctos hookeri,EN,Marine Mammals
41,Macquarie Island,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
41,Macquarie Island,41755,Physeter macrocephalus,VU,Marine Mammals
42,Ningaloo Coast,2475,Balaenoptera borealis,EN,Marine Mammals
42,Ningaloo Coast,2477,Balaenoptera musculus,EN,Marine Mammals
42,Ningaloo Coast,2478,Balaenoptera physalus,VU,Marine Mammals
42,Ningaloo Coast,2480,Balaenoptera bonaerensis,NT,Marine Mammals
42,Ningaloo Coast,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,3897,Caretta caretta,VU,Reptiles
42,Ningaloo Coast,4615,Chelonia mydas,EN,Reptiles
42,Ningaloo Coast,6909,Dugong dugon,VU,Marine Mammals
42,Ningaloo Coast,8005,Eretmochelys imbricata,CR,Reptiles
42,Ningaloo Coast,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,18596,Pseudorca crassidens,NT,Marine Mammals
42,Ningaloo Coast,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,21856,Thunnus alalunga,NT,Marine Fish
42,Ningaloo Coast,21857,Thunnus albacares,NT,Marine Fish
42,Ningaloo Coast,21858,Thunnus maccoyii,CR,Marine Fish
42,Ningaloo Coast,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41714,Tursiops aduncus,NT,Marine Mammals
42,Ningaloo Coast,41737,Carcharhinus macloti,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41755,Physeter macrocephalus,VU,Marine Mammals
42,Ningaloo Coast,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41872,Chiloscyllium punctatum,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,42726,Squalus nasutus,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,44673,Epinephelus fuscoguttatus,VU,Marine Fish
42,Ningaloo Coast,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,63571,Bolbometopon muricatum,VU,Marine Fish
42,Ningaloo Coast,158617,Squalus edmundsi,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161404,Squalus montalbani,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161431,Urogymnus granulatus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161615,Pateobatis fai,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161621,Himantura undulata,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,161744,Pateobatis jenkinsii,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,165712,Chaetodon trifascialis,NT,Marine Fish
42,Ningaloo Coast,170309,Kajikia audax,NT,Marine Fish
42,Ningaloo Coast,170316,Scomberomorus commerson,NT,Marine Fish
42,Ningaloo Coast,170330,Scomberomorus munroi,NT,Marine Fish
42,Ningaloo Coast,180238,Stichopus herrmanni,VU,Sea Cucumbers
42,Ningaloo Coast,195456,Himantura leoparda,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,195475,Rhynchobatus palpebratus,NT,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,198057,Stygiocaris stylifera,VU,Freshwater Shrimp
42,Ningaloo Coast,198064,Stygiocaris lancifera,VU,Freshwater Shrimp
42,Ningaloo Coast,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,200715,Holothuria fuscogilva,VU,Sea Cucumbers
42,Ningaloo Coast,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,82031667,Sousa sahulensis,VU,Marine Mammals
42,Ningaloo Coast,104061138,Glaucostegus typus,CR,"Sharks, Rays, Chimaeras"
42,Ningaloo Coast,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,2475,Balaenoptera borealis,EN,Marine Mammals
43,Shark Bay,2477,Balaenoptera musculus,EN,Marine Mammals
43,Shark Bay,2478,Balaenoptera physalus,VU,Marine Mammals
43,Shark Bay,2480,Balaenoptera bonaerensis,NT,Marine Mammals
43,Shark Bay,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,3897,Caretta caretta,VU,Reptiles
43,Shark Bay,4615,Chelonia mydas,EN,Reptiles
43,Shark Bay,6909,Dugong dugon,VU,Marine Mammals
43,Shark Bay,8005,Eretmochelys imbricata,CR,Reptiles
43,Shark Bay,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,14549,Neophoca cinerea,EN,Marine Mammals
43,Shark Bay,18596,Pseudorca crassidens,NT,Marine Mammals
43,Shark Bay,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,21856,Thunnus alalunga,NT,Marine Fish
43,Shark Bay,21857,Thunnus albacares,NT,Marine Fish
43,Shark Bay,21858,Thunnus maccoyii,CR,Marine Fish
43,Shark Bay,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
43,Shark Bay,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
43,Shark Bay,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
43,Shark Bay,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
43,Shark Bay,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,41714,Tursiops aduncus,NT,Marine Mammals
43,Shark Bay,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,41749,Centroscymnus owstonii,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,41755,Physeter macrocephalus,VU,Marine Mammals
43,Shark Bay,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
43,Shark Bay,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,60124,Myliobatis hamlyni,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
43,Shark Bay,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
43,Shark Bay,161615,Pateobatis fai,VU,"Sharks, Rays, Chimaeras"
43,Shark Bay,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
