ZONE,Name,Species ID,Species (Binomial),IUCN Category,Type
25,Everglades National Park,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,41749,Centroscymnus owstonii,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,41755,Physeter macrocephalus,VU,Marine Mammals
25,Everglades National Park,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,44681,Epinephelus morio,VU,Marine Fish
25,Everglades National Park,44683,Mycteroperca venenosa,NT,Marine Fish
25,Everglades National Park,60128,Rhinoptera bonasus,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,60217,Carcharhinus perezi,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,60219,Carcharhinus signatus,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,64400,Hyporthodus flavolimbatus,VU,Marine Fish
25,Everglades National Park,64410,Mycteroperca interstitialis,VU,Marine Fish
25,Everglades National Park,132724,Mycteroperca bonaci,NT,Marine Fish
25,Everglades National Park,161378,Carcharhinus acronotus,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,161743,Pseudobatos lentiginosus,NT,"Sharks, Rays, Chimaeras"
25,Everglades National Park,170322,Kajikia albida,VU,Marine Fish
25,Everglades National Park,192684,Conus anabathrum,VU,Cone Snails
25,Everglades National Park,194303,Albula vulpes,NT,Marine Fish
25,Everglades National Park,195409,Epinephelus itajara,VU,Marine Fish
25,Everglades National Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
25,Everglades National Park,46104077,Lupinoblennius vinctus,NT,Marine Fish
25,Everglades National Park,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras"
25,Everglades National Park,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
25,Everglades National Park,126710128,Mobula hypostoma,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,2475,Balaenoptera borealis,EN,Marine Mammals
26,Papah_naumoku_kea,2477,Balaenoptera musculus,EN,Marine Mammals
26,Papah_naumoku_kea,2478,Balaenoptera physalus,VU,Marine Mammals
26,Papah_naumoku_kea,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,3897,Caretta caretta,VU,Reptiles
26,Papah_naumoku_kea,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,4615,Chelonia mydas,EN,Reptiles
26,Papah_naumoku_kea,6494,Dermochelys coriacea,VU,Reptiles
26,Papah_naumoku_kea,8005,Eretmochelys imbricata,CR,Reptiles
26,Papah_naumoku_kea,13654,Neomonachus schauinslandi,EN,Marine Mammals
26,Papah_naumoku_kea,18596,Pseudorca crassidens,NT,Marine Mammals
26,Papah_naumoku_kea,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,21856,Thunnus alalunga,NT,Marine Fish
26,Papah_naumoku_kea,21857,Thunnus albacares,NT,Marine Fish
26,Papah_naumoku_kea,21859,Thunnus obesus,VU,Marine Fish
26,Papah_naumoku_kea,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,41755,Physeter macrocephalus,VU,Marine Mammals
26,Papah_naumoku_kea,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,165712,Chaetodon trifascialis,NT,Marine Fish
26,Papah_naumoku_kea,170309,Kajikia audax,NT,Marine Fish
26,Papah_naumoku_kea,170314,Makaira nigricans,VU,Marine Fish
26,Papah_naumoku_kea,170341,Thunnus orientalis,VU,Marine Fish
26,Papah_naumoku_kea,180238,Stichopus herrmanni,VU,Sea Cucumbers
26,Papah_naumoku_kea,180337,Actinopyga mauritiana,VU,Sea Cucumbers
26,Papah_naumoku_kea,180440,Holothuria whitmaei,EN,Sea Cucumbers
26,Papah_naumoku_kea,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,200715,Holothuria fuscogilva,VU,Sea Cucumbers
26,Papah_naumoku_kea,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
26,Papah_naumoku_kea,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,2475,Balaenoptera borealis,EN,Marine Mammals
27,Ha Long Bay,2477,Balaenoptera musculus,EN,Marine Mammals
27,Ha Long Bay,2478,Balaenoptera physalus,VU,Marine Mammals
27,Ha Long Bay,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,3897,Caretta caretta,VU,Reptiles
27,Ha Long Bay,6494,Dermochelys coriacea,VU,Reptiles
27,Ha Long Bay,6909,Dugong dugon,VU,Marine Mammals
27,Ha Long Bay,8005,Eretmochelys imbricata,CR,Reptiles
27,Ha Long Bay,11534,Lepidochelys olivacea,VU,Reptiles
27,Ha Long Bay,18596,Pseudorca crassidens,NT,Marine Mammals
27,Ha Long Bay,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39367,Carcharhinus borneensis,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39369,Carcharhinus hemiodon,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39383,Scoliodon laticaudus,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41714,Tursiops aduncus,NT,Marine Mammals
27,Ha Long Bay,41730,Atelomycterus marmoratus,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41737,Carcharhinus macloti,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41755,Physeter macrocephalus,VU,Marine Mammals
27,Ha Long Bay,41791,Chiloscyllium indicum,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41792,Chiloscyllium griseum,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41810,Eusphyra blochii,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41816,Hemigaleus microstoma,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41872,Chiloscyllium punctatum,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,43974,Epinephelus akaara,EN,Marine Fish
27,Ha Long Bay,60117,Gymnura poecilura,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60120,Aetomylaeus maculatus,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60129,Rhinoptera javanica,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60148,Hemitrygon akajei,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60160,Telatrygon zugei,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60222,Chiloscyllium plagiosum,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,134508,Tiwaripotamon edostilus,VU,Freshwater Crabs
27,Ha Long Bay,161557,Chiloscyllium hasselti,NT,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161566,Maculabatis gerrardi,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161570,Lamiopsis temminckii,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161589,Platyrhina sinensis,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161621,Himantura undulata,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161695,Chaenogaleus macrostoma,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,165712,Chaetodon trifascialis,NT,Marine Fish
27,Ha Long Bay,167006,Takifugu ocellatus,NT,Marine Fish
27,Ha Long Bay,170316,Scomberomorus commerson,NT,Marine Fish
27,Ha Long Bay,180238,Stichopus herrmanni,VU,Sea Cucumbers
27,Ha Long Bay,180257,Holothuria scabra,EN,Sea Cucumbers
27,Ha Long Bay,180265,Actinopyga miliaris,VU,Sea Cucumbers
27,Ha Long Bay,180275,Holothuria lessoni,EN,Sea Cucumbers
27,Ha Long Bay,180337,Actinopyga mauritiana,VU,Sea Cucumbers
27,Ha Long Bay,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,198920,Neophocaena phocaenoides,VU,Marine Mammals
27,Ha Long Bay,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,200715,Holothuria fuscogilva,VU,Sea Cucumbers
27,Ha Long Bay,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,59034974,Evynnis cardinalis,EN,Marine Fish
27,Ha Long Bay,82031425,Sousa chinensis,VU,Marine Mammals
27,Ha Long Bay,84784918,Aetomylaeus nichofii,VU,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,104061138,Glaucostegus typus,CR,"Sharks, Rays, Chimaeras"
27,Ha Long Bay,104677699,Physignathus cocincinus,VU,Reptiles
27,Ha Long Bay,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,2477,Balaenoptera musculus,EN,Marine Mammals
28,Socotra Archipelago,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,3897,Caretta caretta,VU,Reptiles
28,Socotra Archipelago,8005,Eretmochelys imbricata,CR,Reptiles
28,Socotra Archipelago,11534,Lepidochelys olivacea,VU,Reptiles
28,Socotra Archipelago,18596,Pseudorca crassidens,NT,Marine Mammals
28,Socotra Archipelago,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,21857,Thunnus albacares,NT,Marine Fish
28,Socotra Archipelago,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39383,Scoliodon laticaudus,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39389,Anoxypristis cuspidata,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39394,Rhynchobatus djiddensis,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41714,Tursiops aduncus,NT,Marine Mammals
28,Socotra Archipelago,41737,Carcharhinus macloti,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41755,Physeter macrocephalus,VU,Marine Mammals
28,Socotra Archipelago,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,44673,Epinephelus fuscoguttatus,VU,Marine Fish
28,Socotra Archipelago,44996,Squatina africana,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,63571,Bolbometopon muricatum,VU,Marine Fish
28,Socotra Archipelago,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,161480,Mustelus mosis,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,161744,Pateobatis jenkinsii,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,165712,Chaetodon trifascialis,NT,Marine Fish
28,Socotra Archipelago,170309,Kajikia audax,NT,Marine Fish
28,Socotra Archipelago,170314,Makaira nigricans,VU,Marine Fish
28,Socotra Archipelago,170316,Scomberomorus commerson,NT,Marine Fish
28,Socotra Archipelago,180238,Stichopus herrmanni,VU,Sea Cucumbers
28,Socotra Archipelago,180257,Holothuria scabra,EN,Sea Cucumbers
28,Socotra Archipelago,180275,Holothuria lessoni,EN,Sea Cucumbers
28,Socotra Archipelago,180326,Holothuria nobilis,EN,Sea Cucumbers
28,Socotra Archipelago,180481,Thelenota ananas,EN,Sea Cucumbers
28,Socotra Archipelago,180518,Actinopyga echinites,VU,Sea Cucumbers
28,Socotra Archipelago,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,200715,Holothuria fuscogilva,VU,Sea Cucumbers
28,Socotra Archipelago,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,107605014,Maculabatis ambigua,NT,"Sharks, Rays, Chimaeras"
28,Socotra Archipelago,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
29,Natural System of Wrangel Island Reserve,2478,Balaenoptera physalus,VU,Marine Mammals
29,Natural System of Wrangel Island Reserve,15106,Odobenus rosmarus,VU,Marine Mammals
30,Malpelo Fauna and Flora Sanctuary,2475,Balaenoptera borealis,EN,Marine Mammals
30,Malpelo Fauna and Flora Sanctuary,2477,Balaenoptera musculus,EN,Marine Mammals
30,Malpelo Fauna and Flora Sanctuary,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,3897,Caretta caretta,VU,Reptiles
30,Malpelo Fauna and Flora Sanctuary,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,4615,Chelonia mydas,EN,Reptiles
30,Malpelo Fauna and Flora Sanctuary,5659,Crocodylus acutus,VU,Reptiles
30,Malpelo Fauna and Flora Sanctuary,6494,Dermochelys coriacea,VU,Reptiles
30,Malpelo Fauna and Flora Sanctuary,8005,Eretmochelys imbricata,CR,Reptiles
30,Malpelo Fauna and Flora Sanctuary,11534,Lepidochelys olivacea,VU,Reptiles
30,Malpelo Fauna and Flora Sanctuary,14051,Mycteroperca olfax,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,18596,Pseudorca crassidens,NT,Marine Mammals
30,Malpelo Fauna and Flora Sanctuary,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,21857,Thunnus albacares,NT,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,21859,Thunnus obesus,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,41755,Physeter macrocephalus,VU,Marine Mammals
30,Malpelo Fauna and Flora Sanctuary,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,60130,Rhinoptera steindachneri,NT,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,60198,Mobula munkiana,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,165658,Prognathodes carlhubbsi,NT,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,170309,Kajikia audax,NT,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,170314,Makaira nigricans,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,180373,Isostichopus fuscus,EN,Sea Cucumbers
30,Malpelo Fauna and Flora Sanctuary,183427,Lepidonectes bimaculatus,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,183462,Stegastes beebei,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,183519,Halichoeres malpelo,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,183582,Halichoeres discolor,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,183612,Axoclinus rubinoffi,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,183943,Gobioclinus dendriticus,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,183968,Acanthemblemaria stephensi,VU,Marine Fish
30,Malpelo Fauna and Flora Sanctuary,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
30,Malpelo Fauna and Flora Sanctuary,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,2057,Arctocephalus galapagoensis,EN,Marine Mammals
31,Gal‡pagos Islands,2475,Balaenoptera borealis,EN,Marine Mammals
31,Gal‡pagos Islands,2477,Balaenoptera musculus,EN,Marine Mammals
31,Gal‡pagos Islands,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,3897,Caretta caretta,VU,Reptiles
31,Gal‡pagos Islands,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,4615,Chelonia mydas,EN,Reptiles
31,Gal‡pagos Islands,6494,Dermochelys coriacea,VU,Reptiles
31,Gal‡pagos Islands,8005,Eretmochelys imbricata,CR,Reptiles
31,Gal‡pagos Islands,11534,Lepidochelys olivacea,VU,Reptiles
31,Gal‡pagos Islands,14051,Mycteroperca olfax,VU,Marine Fish
31,Gal‡pagos Islands,18596,Pseudorca crassidens,NT,Marine Mammals
31,Gal‡pagos Islands,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,21857,Thunnus albacares,NT,Marine Fish
31,Gal‡pagos Islands,21859,Thunnus obesus,VU,Marine Fish
31,Gal‡pagos Islands,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,41668,Zalophus wollebaeki,EN,Marine Mammals
31,Gal‡pagos Islands,41755,Physeter macrocephalus,VU,Marine Mammals
31,Gal‡pagos Islands,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,60130,Rhinoptera steindachneri,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,60168,Pseudobatos leucorhynchus,NT,"Sharks, Rays, Chimaeras"
31,Gal‡pagos Islands,60198,Mobula munkiana,VU,"Sharks, Rays, Chimaeras"
